page,ForecastDate,HorizonDay,PredictedClicks,PredictedImpressions,PredictedCTR,PredictedTrafficValue,ForecastMethod,StrategicMLAdjusted,StrategicMLPrimary
https://demo.example.com/page-003,2026-08-24,8,0.010374,1.3194299999999999,0.007862486073531752,0.004674,RecursiveDailyML,False,True
https://demo.example.com/page-002,2026-08-24,8,0.010829,0.5891379999999999,0.018381092375640343,0.004837999999999999,RecursiveDailyML,False,True
https://demo.example.com/page-005,2026-08-24,8,0.010829,0.5891379999999999,0.018381092375640343,0.004837999999999999,RecursiveDailyML,False,True
https://demo.example.com/,2026-08-24,8,302.69976099999997,3563.46384,0.08494537186043116,136.38117,RecursiveDailyML,False,True
https://demo.example.com/page-005,2026-08-25,9,0.01092,0.616954,0.01769986092966412,0.00492,RecursiveDailyML,False,True
https://demo.example.com/page-006,2026-08-25,9,0.033124,2.271518,0.014582318960272383,0.014924,RecursiveDailyML,False,True
https://demo.example.com/page-007,2026-08-25,9,0.012922,1.281488,0.010083590326245739,0.005822,RecursiveDailyML,False,True
https://demo.example.com/page-014,2026-08-25,9,0.010738,1.16754,0.00919711530225945,0.004837999999999999,RecursiveDailyML,False,True
https://demo.example.com/page-008,2026-08-25,9,0.011193,1.13521,0.00985984971943517,0.005083999999999999,RecursiveDailyML,False,True
https://demo.example.com/page-010,2026-08-25,9,0.017107999999999998,0.897554,0.01906069161298373,0.007708,RecursiveDailyML,False,True
https://demo.example.com/page-011,2026-08-25,9,0.011648,1.074942,0.010835933473619972,0.005248,RecursiveDailyML,False,True
https://demo.example.com/page-012,2026-08-25,9,0.011375,1.16754,0.009742706887986707,0.005083999999999999,RecursiveDailyML,False,True
https://demo.example.com/page-013,2026-08-25,9,0.016835,0.943914,0.0178353112677638,0.0075439999999999995,RecursiveDailyML,False,True
https://demo.example.com/page-004,2026-08-25,9,0.011193,1.16754,0.00958682357777892,0.005083999999999999,RecursiveDailyML,False,True
https://demo.example.com/page-009,2026-08-25,9,0.011193,1.167296,0.009588827512473272,0.005083999999999999,RecursiveDailyML,False,True
https://demo.example.com/page-003,2026-08-25,9,0.011010999999999998,1.16754,0.00943094026757113,0.00492,RecursiveDailyML,False,True
https://demo.example.com/page-015,2026-08-25,9,0.011556999999999998,1.16754,0.009898590198194493,0.005248,RecursiveDailyML,False,True
https://demo.example.com/page-002,2026-08-25,9,0.01092,0.616954,0.01769986092966412,0.00492,RecursiveDailyML,False,True
https://demo.example.com/,2026-08-25,9,303.81414699999993,3503.389698,0.08672005491522683,136.883338,RecursiveDailyML,False,True
https://demo.example.com/page-007,2026-08-26,10,0.012922,1.281488,0.010083590326245739,0.005822,RecursiveDailyML,False,True
https://demo.example.com/page-005,2026-08-26,10,0.011101999999999999,0.679662,0.01633458984024412,0.005002,RecursiveDailyML,False,True
https://demo.example.com/page-006,2026-08-26,10,0.033124,2.271518,0.014582318960272383,0.014924,RecursiveDailyML,False,True
https://demo.example.com/page-008,2026-08-26,10,0.011010999999999998,1.13521,0.009699526959769555,0.00492,RecursiveDailyML,False,True
https://demo.example.com/page-014,2026-08-26,10,0.010738,1.16754,0.00919711530225945,0.004837999999999999,RecursiveDailyML,False,True
https://demo.example.com/page-010,2026-08-26,10,0.017107999999999998,0.897554,0.01906069161298373,0.007708,RecursiveDailyML,False,True
https://demo.example.com/page-011,2026-08-26,10,0.011648,1.121302,0.01038792403830547,0.005248,RecursiveDailyML,False,True
https://demo.example.com/page-012,2026-08-26,10,0.010738,1.16754,0.00919711530225945,0.004837999999999999,RecursiveDailyML,False,True
https://demo.example.com/page-013,2026-08-26,10,0.016835,0.943914,0.0178353112677638,0.0075439999999999995,RecursiveDailyML,False,True
https://demo.example.com/page-004,2026-08-26,10,0.011010999999999998,1.16754,0.00943094026757113,0.00492,RecursiveDailyML,False,True
https://demo.example.com/page-009,2026-08-26,10,0.011010999999999998,1.167296,0.00943291161796151,0.00492,RecursiveDailyML,False,True
https://demo.example.com/page-003,2026-08-26,10,0.010374,1.16754,0.008885348681843876,0.004674,RecursiveDailyML,False,True
https://demo.example.com/page-002,2026-08-26,10,0.011101999999999999,0.679662,0.01633458984024412,0.005002,RecursiveDailyML,False,True
https://demo.example.com/page-015,2026-08-26,10,0.011375,1.16754,0.009742706887986707,0.005083999999999999,RecursiveDailyML,False,True
https://demo.example.com/,2026-08-26,10,303.174781,3519.7012200000004,0.08613651047346568,136.595272,RecursiveDailyML,False,True
https://demo.example.com/page-007,2026-08-27,11,0.012922,1.191574,0.010844479654641677,0.005822,RecursiveDailyML,False,True
https://demo.example.com/page-005,2026-08-27,11,0.011101999999999999,0.679662,0.01633458984024412,0.005002,RecursiveDailyML,False,True
https://demo.example.com/page-006,2026-08-27,11,0.033124,2.271518,0.014582318960272383,0.014924,RecursiveDailyML,False,True
https://demo.example.com/page-008,2026-08-27,11,0.011010999999999998,1.13521,0.009699526959769555,0.00492,RecursiveDailyML,False,True
https://demo.example.com/page-014,2026-08-27,11,0.011375,1.16754,0.009742706887986707,0.005083999999999999,RecursiveDailyML,False,True
https://demo.example.com/page-010,2026-08-27,11,0.017199,0.943914,0.01822093961949923,0.007789999999999999,RecursiveDailyML,False,True
https://demo.example.com/page-011,2026-08-27,11,0.011648,1.121302,0.01038792403830547,0.005248,RecursiveDailyML,False,True
https://demo.example.com/page-012,2026-08-27,11,0.010829,1.23769,0.008749363734052953,0.004837999999999999,RecursiveDailyML,False,True
https://demo.example.com/page-013,2026-08-27,11,0.016835,0.943914,0.0178353112677638,0.0075439999999999995,RecursiveDailyML,False,True
https://demo.example.com/page-004,2026-08-27,11,0.011010999999999998,1.16754,0.00943094026757113,0.00492,RecursiveDailyML,False,True
https://demo.example.com/page-009,2026-08-27,11,0.011010999999999998,1.167296,0.00943291161796151,0.00492,RecursiveDailyML,False,True
https://demo.example.com/page-003,2026-08-27,11,0.010464999999999999,1.23769,0.008455267474084786,0.004674,RecursiveDailyML,False,True
https://demo.example.com/page-002,2026-08-27,11,0.011101999999999999,0.679662,0.01633458984024412,0.005002,RecursiveDailyML,False,True
https://demo.example.com/page-015,2026-08-27,11,0.011375,1.16754,0.009742706887986707,0.005083999999999999,RecursiveDailyML,False,True
https://demo.example.com/,2026-08-27,11,300.64306999999997,3471.40142,0.0866056769660479,135.45457,RecursiveDailyML,False,True
https://demo.example.com/page-006,2026-08-28,12,0.033124,2.271518,0.014582318960272383,0.014924,RecursiveDailyML,False,True
https://demo.example.com/page-007,2026-08-28,12,0.012922,1.191574,0.010844479654641677,0.005822,RecursiveDailyML,False,True
https://demo.example.com/page-008,2026-08-28,12,0.011010999999999998,1.13521,0.009699526959769555,0.00492,RecursiveDailyML,False,True
https://demo.example.com/page-015,2026-08-28,12,0.011465999999999999,1.23769,0.009264032188997243,0.005166,RecursiveDailyML,False,True
https://demo.example.com/page-009,2026-08-28,12,0.011101999999999999,1.237446,0.008971704623878536,0.005002,RecursiveDailyML,False,True
https://demo.example.com/page-011,2026-08-28,12,0.011648,1.121302,0.01038792403830547,0.005248,RecursiveDailyML,False,True
https://demo.example.com/page-012,2026-08-28,12,0.010829,1.23769,0.008749363734052953,0.004837999999999999,RecursiveDailyML,False,True
https://demo.example.com/page-013,2026-08-28,12,0.016835,0.943914,0.0178353112677638,0.0075439999999999995,RecursiveDailyML,False,True
https://demo.example.com/page-014,2026-08-28,12,0.010829,1.23769,0.008749363734052953,0.004837999999999999,RecursiveDailyML,False,True
https://demo.example.com/page-005,2026-08-28,12,0.011101999999999999,0.679662,0.01633458984024412,0.005002,RecursiveDailyML,False,True
https://demo.example.com/page-010,2026-08-28,12,0.016925999999999997,0.943914,0.017931718355697655,0.007625999999999999,RecursiveDailyML,False,True
https://demo.example.com/page-004,2026-08-28,12,0.011010999999999998,1.16754,0.00943094026757113,0.00492,RecursiveDailyML,False,True
https://demo.example.com/page-002,2026-08-28,12,0.011101999999999999,0.679662,0.01633458984024412,0.005002,RecursiveDailyML,False,True
https://demo.example.com/page-003,2026-08-28,12,0.010464999999999999,1.23769,0.008455267474084786,0.004674,RecursiveDailyML,False,True
https://demo.example.com/,2026-08-28,12,300.00370399999997,3428.6973940000003,0.08749786566904012,135.16650399999997,RecursiveDailyML,False,True
https://demo.example.com/page-008,2026-08-29,13,0.011010999999999998,1.13521,0.009699526959769555,0.00492,RecursiveDailyML,False,True
https://demo.example.com/page-006,2026-08-29,13,0.033124,2.271518,0.014582318960272383,0.014924,RecursiveDailyML,False,True
https://demo.example.com/page-007,2026-08-29,13,0.011739,1.191574,0.009851675179216734,0.00533,RecursiveDailyML,False,True
https://demo.example.com/page-009,2026-08-29,13,0.010464999999999999,1.237446,0.008456934686442881,0.004674,RecursiveDailyML,False,True
https://demo.example.com/page-015,2026-08-29,13,0.011465999999999999,1.23769,0.009264032188997243,0.005166,RecursiveDailyML,False,True
https://demo.example.com/page-011,2026-08-29,13,0.011648,1.121302,0.01038792403830547,0.005248,RecursiveDailyML,False,True
https://demo.example.com/page-012,2026-08-29,13,0.010829,1.23769,0.008749363734052953,0.004837999999999999,RecursiveDailyML,False,True
https://demo.example.com/page-013,2026-08-29,13,0.016835,0.943914,0.0178353112677638,0.0075439999999999995,RecursiveDailyML,False,True
https://demo.example.com/page-014,2026-08-29,13,0.010829,1.23769,0.008749363734052953,0.004837999999999999,RecursiveDailyML,False,True
https://demo.example.com/page-005,2026-08-29,13,0.011101999999999999,0.679662,0.01633458984024412,0.005002,RecursiveDailyML,False,True
https://demo.example.com/page-010,2026-08-29,13,0.016925999999999997,0.943914,0.017931718355697655,0.007625999999999999,RecursiveDailyML,False,True
https://demo.example.com/page-004,2026-08-29,13,0.011101999999999999,1.23769,0.008969935929029078,0.005002,RecursiveDailyML,False,True
https://demo.example.com/page-002,2026-08-29,13,0.011101999999999999,0.679662,0.01633458984024412,0.005002,RecursiveDailyML,False,True
https://demo.example.com/page-003,2026-08-29,13,0.010464999999999999,1.23769,0.008455267474084786,0.004674,RecursiveDailyML,False,True
https://demo.example.com/,2026-08-29,13,300.24130499999995,3567.617574,0.08415736798363466,135.273514,RecursiveDailyML,False,True
https://demo.example.com/page-007,2026-08-30,14,0.011739,1.343342,0.008738653299010973,0.00533,RecursiveDailyML,False,True
https://demo.example.com/page-005,2026-08-30,14,0.011101999999999999,0.69357,0.016007036059806506,0.005002,RecursiveDailyML,False,True
https://demo.example.com/page-006,2026-08-30,14,0.033124,2.41377,0.01372293134805719,0.014924,RecursiveDailyML,False,True
https://demo.example.com/page-008,2026-08-30,14,0.011101999999999999,1.281976,0.008660068519223447,0.005002,RecursiveDailyML,False,True
https://demo.example.com/page-014,2026-08-30,14,0.010829,1.38958,0.007793002202104233,0.004837999999999999,RecursiveDailyML,False,True
https://demo.example.com/page-010,2026-08-30,14,0.016925999999999997,1.095804,0.015446192932312709,0.007625999999999999,RecursiveDailyML,False,True
https://demo.example.com/page-011,2026-08-30,14,0.011648,1.273192,0.009148659432355842,0.005248,RecursiveDailyML,False,True
https://demo.example.com/page-012,2026-08-30,14,0.010829,1.38958,0.007793002202104233,0.004837999999999999,RecursiveDailyML,False,True
https://demo.example.com/page-013,2026-08-30,14,0.016835,1.095804,0.015363148884289525,0.0075439999999999995,RecursiveDailyML,False,True
https://demo.example.com/page-004,2026-08-30,14,0.010464999999999999,1.38958,0.007531052548251989,0.004674,RecursiveDailyML,False,True
https://demo.example.com/page-009,2026-08-30,14,0.010464999999999999,1.379698,0.007584993237650557,0.004674,RecursiveDailyML,False,True
https://demo.example.com/page-003,2026-08-30,14,0.010464999999999999,1.38958,0.007531052548251989,0.004674,RecursiveDailyML,False,True
https://demo.example.com/page-002,2026-08-30,14,0.011101999999999999,0.69357,0.016007036059806506,0.005002,RecursiveDailyML,False,True
