BacktestClass,HorizonDays,CutoffDate,ActualStartDate,ActualEndDate,SourceMinDate,SourceMaxDate,TrainingCalendarDays,TrainingRows,KnownPagesAtCutoff,PredictedClicks,ActualClicks,ClickTotalErrorPct,ClickBiasPct,ClickDailyMAE,ClickDailyRMSE,ClickWAPE,PredictedImpressions,ActualImpressions,ImpressionTotalErrorPct,ImpressionBiasPct,ImpressionDailyMAE,ImpressionDailyRMSE,ImpressionWAPE,PredictedCTR,ActualCTR,CTRAbsoluteError,NewFuturePageCount,NewFuturePageActualClicks,NewFuturePageActualImpressions,BacktestMethod,ForecastMethod
Strategic,90,2026-05-18,2026-05-19,2026-08-16,2025-04-05,2026-08-16,90,89682.28,2450.8,138351.2832,102897.52,13.77,13.77,297.45,396.3648,23.150399999999998,6379814.0435999995,4094164.2,68.68,68.68,28954.4709,36146.59819999999,56.498000000000005,0.021685786177230205,0.029988,0.009762,979.4,401.31,13445.099999999999,LeakageSafeCalendarHoldout,RecursiveDailyML
