HorizonDays,Metric,Candidate,FoldCount,MeanAPE,MedianAPE,P90APE,MeanAbsBiasPct,Selected
90,impressions,LifecycleRidge,2.4,29.367835999999997,17.83788,49.60079999999999,24.1329,1.01
90,impressions,LifecycleExtraTrees,2.4,33.551724,20.720585,49.754681999999995,24.8804,0.0
90,impressions,LifecycleGBR,2.4,40.32032399999999,41.652424999999994,58.279944,30.4237,0.0
90,impressions,LifecycleRF,2.4,44.33891199999999,40.396164999999996,56.523498,35.4392,0.0
90,impressions,Recent28RunRate,2.4,44.357355999999996,50.410135,44.294112,31.0381,0.0
90,impressions,LifecycleHGBR,2.4,53.838151999999994,55.81755,53.809813000000005,40.8527,0.0
90,impressions,Recent56RunRate,2.4,56.32275599999999,62.02444499999999,58.65859,48.2389,0.0
90,impressions,Recent90RunRate,2.4,71.352064,83.142585,64.843999,61.1338,0.0
