HorizonDays,Metric,BaselineTotalErrorPct,CandidateTotalErrorPct,BaselineWAPE,CandidateWAPE,PromoteCandidate
180,clicks,25.28,19.55,33.1968,29.4576,1.08
180,impressions,9.59,75.35,27.798400000000004,77.40780000000001,0.0
