ForecastDate,PredictedClicks,PredictedImpressions,ForecastPageCount,ActualClicks,ActualImpressions,ActualKnownPageCount,ClickError,ImpressionError
2026-06-19,1548.690882,82064.382675,2617.8999999999996,1424.9299999999998,35316.16,1230.32,54.536894000000075,24569.025800000003
2026-06-20,1645.1458519999999,83137.903241,2617.8999999999996,1489.34,36713.67,1216.8,80.76288399999993,23848.321816000007
2026-06-21,1828.4807999999998,83435.670558,2617.8999999999996,1649.8,38974.65,1257.3600000000001,94.93359999999994,21561.651408
2026-06-22,1717.623576,83656.029598,2617.8999999999996,1657.7099999999998,41122.66,1285.44,-12.070007999999994,19340.538448000003
2026-06-23,1592.248222,82132.700554,2617.8999999999996,1627.1999999999998,37472.07,1253.2,-96.07532599999992,22220.709103999998
2026-06-24,1596.39014,81714.260989,2617.8999999999996,1500.6399999999999,35959.22,1208.48,26.36538000000005,23580.044664000005
2026-06-25,1612.96029,81396.16180799999,2617.8999999999996,1404.59,34482.71,1219.92,131.3504300000001,24977.041408000005
2026-06-26,1575.4602439999999,81285.92544899999,2617.8999999999996,1267.86,32664.13,1168.96,225.923948,26916.953624
2026-06-27,1697.833678,82821.195316,2617.8999999999996,1436.2299999999998,34255.98,1180.4,177.91262600000007,26339.362016000003
2026-06-28,1845.731574,83325.969254,2617.8999999999996,1552.62,36210.44,1181.44,201.59005800000003,24555.340304000005
2026-06-29,1737.5288779999998,83684.239257,2617.8999999999996,1464.4799999999998,36870.880000000005,1231.3600000000001,187.07102599999996,24098.667032
2026-06-30,1599.0349919999999,82249.955343,2617.8999999999996,1551.4899999999998,34204.630000000005,1106.56,-18.958736000000073,25951.702568
2026-07-01,1598.224214,81605.722794,2617.8999999999996,1613.6399999999999,36573.05,1171.04,-77.98706199999994,22811.759344000002
2026-07-02,1632.539322,82042.351856,2617.8999999999996,1378.6,33799.36,1131.52,173.31837400000006,26241.469056000005
2026-07-03,1599.08054,82268.28269999998,2617.8999999999996,1253.1699999999998,31416.72,1155.44,260.92218,29071.495199999994
2026-07-04,1719.045122,83979.87923599998,2617.8999999999996,1301.7599999999998,31925.480000000003,1151.28,323.10697400000004,29837.699935999994
2026-07-05,1912.6611739999998,84598.65367599999,2617.8999999999996,1440.7499999999998,33917.86,1216.8,366.65325800000005,28100.217376
2026-07-06,1827.5668899999998,84651.96176499999,2617.8999999999996,1978.6299999999999,33400.41,1260.48,-214.34737000000007,28718.13164
2026-07-07,1778.516414,83343.274752,2617.8999999999996,1722.12,31634.760000000002,1199.1200000000001,-17.789661999999975,29665.777152000006
2026-07-08,1784.368624,82731.11680099998,2617.8999999999996,1465.61,32864.79,1315.6000000000001,228.087408,27818.892376
2026-07-09,1772.249434,82690.746082,2617.8999999999996,1386.5099999999998,31246.08,1269.8400000000001,291.40067800000014,29590.573232000002
2026-07-10,1733.7618459999999,82647.71794199999,2617.8999999999996,1248.6499999999999,27957.31,1211.6000000000001,386.147082,33220.504592000005
2026-07-11,1826.812162,84251.89012399998,2617.8999999999996,1359.3899999999999,27817.48,1136.72,365.854654,34625.531424
2026-07-12,2000.2145779999998,84926.848616,2617.8999999999996,1213.62,28518.210000000003,1165.8400000000001,658.362926,34370.602816000006
2026-07-13,1907.456666,84900.64606299998,2617.8999999999996,1169.55,27002.99,1116.96,616.3780220000001,36038.03728799999
2026-07-14,1781.1709419999997,83692.517863,2617.8999999999996,1185.37,27074.88,1166.88,488.0949139999999,35017.11408800001
2026-07-15,1729.2573139999997,83625.10161099999,2617.8999999999996,1224.9199999999998,26947.690000000002,1131.52,404.36063799999994,35106.292936
2026-07-16,1665.6602699999999,83221.69308,2617.8999999999996,1158.25,26530.57,1110.72,409.77109000000013,35256.77408
2026-07-17,1574.11764,82924.49076299998,2617.8999999999996,1132.26,25020.88,1124.24,351.9178800000001,36707.004488
2026-07-18,1668.679064,83930.58965299999,2617.8999999999996,1072.37,24865.25,1080.56,493.042888,37663.875128
2026-07-19,1909.059342,83823.51062699998,2617.8999999999996,1072.37,28621.7,1145.04,708.977714,33396.086151999996
2026-07-20,1773.8338199999998,83821.79008899999,2617.8999999999996,1061.07,26396.27,1098.24,598.1039400000001,35873.706264
2026-07-21,1611.057894,82326.213393,2617.8999999999996,1115.31,26632.48,1162.72,401.00149799999997,34445.889368000004
2026-07-22,1634.46933,81869.95713499999,2617.8999999999996,1002.31,24531.08,1067.04,528.0321099999999,36431.37476
2026-07-23,1639.7643439999997,81770.015867,2617.8999999999996,1042.99,24406.260000000002,1069.1200000000001,494.62864799999994,36492.584392
2026-07-24,1597.027576,81610.15533199998,2617.8999999999996,1023.7799999999999,24254.58,1145.04,474.25799200000006,36537.051232
2026-07-25,1686.4713399999998,83012.692122,2617.8999999999996,1098.36,24530.29,1092.0,484.64578000000006,37322.172271999996
2026-07-26,1885.673984,83399.843682,2617.8999999999996,1126.61,25357.420000000002,1102.4,637.0905280000001,36702.310832
2026-07-27,1767.8777699999998,83538.053982,2617.8999999999996,1090.4499999999998,26574.02,1094.08,565.19359,35454.743632
2026-07-28,1607.51754,82072.13526599998,2617.8999999999996,1021.5199999999999,25648.14,1103.44,485.80118000000016,35344.503216000005
2026-07-29,1583.889928,81629.669189,2617.8999999999996,1022.6499999999999,25380.33,1101.3600000000001,463.5163760000001,35298.247864
2026-07-30,1599.516196,81557.067254,2617.8999999999996,998.92,24522.39,1059.76,499.8135319999999,36197.388304
2026-07-31,1566.8414059999998,81436.37839499999,2617.8999999999996,983.0999999999999,22822.31,981.76,485.30160200000006,37997.160520000005
2026-08-01,1709.714862,82863.21538299999,2617.8999999999996,1022.6499999999999,24610.08,1066.0,576.5455540000002,37116.885608
2026-08-02,1833.0575479999998,83854.17814899998,2617.8999999999996,1108.53,26126.09,1067.04,606.784916,36199.888823999994
2026-08-03,1684.3080459999999,84355.79644899999,2617.8999999999996,1036.2099999999998,24696.190000000002,1090.96,541.002482,38183.329624
2026-08-04,1603.947922,83144.610808,2617.8999999999996,1015.8699999999999,24298.82,1127.3600000000001,487.89457400000015,37682.745408
2026-08-05,1628.2326759999999,82790.74238099999,2617.8999999999996,1047.51,24411.79,1041.04,480.0296919999999,37281.326456
2026-08-06,1684.554312,82371.79578499998,2617.8999999999996,1132.26,24765.710000000003,1006.72,451.12370400000015,36560.82716
2026-08-07,1643.761476,82465.197969,2617.8999999999996,979.7099999999999,22691.170000000002,1007.76,557.579292,38944.445144000005
2026-08-08,1793.047052,83861.83830599999,2617.8999999999996,967.2799999999999,23953.59,988.0,703.3432840000002,38625.854256
2026-08-09,1984.0269839999999,84371.842901,2617.8999999999996,1102.8799999999999,26923.99,1103.44,747.7015279999999,35714.225976
2026-08-10,1837.5651479999997,84558.055601,2617.8999999999996,1196.6699999999998,27872.780000000002,1085.76,528.1541160000002,34802.361176000006
2026-08-11,1763.4596139999999,83121.720963,2617.8999999999996,1232.83,28173.77,1152.32,427.664738,33348.519688
2026-08-12,1770.977512,82677.78554699999,2617.8999999999996,1388.77,30403.940000000002,1137.76,288.1381039999999,30518.560072000004
2026-08-13,1777.28001,82638.191364,2617.8999999999996,1267.86,30253.050000000003,1141.92,407.21967000000006,30655.805664000003
2026-08-14,1683.780114,82547.83181799999,2617.8999999999996,1189.8899999999999,27853.030000000002,1107.6000000000001,396.368238,33258.877168
2026-08-15,1781.664182,84071.77625999998,2617.8999999999996,1297.2399999999998,28445.530000000002,1103.44,383.597994,33785.66576
2026-08-16,1908.146258,84561.756012,2617.8999999999996,1387.6399999999999,30223.030000000002,1176.24,412.4174860000001,32187.242912
