HorizonDays,Metric,Candidate,InnerValidationDays,WAPE,BiasPct,Selected
90,clicks,WeeklyRepeat4W,45,7.627464,-3.3695,0.8099999999999999
90,clicks,WeekdayMedian8W,45,16.167744,-22.4552,0.0
90,clicks,PortfolioHGBR,45,19.204416,-26.6728,0.0
90,impressions,PortfolioHGBR,45,6.852456,-7.4237,0.8099999999999999
90,impressions,WeekdayMedian8W,45,8.119439999999999,-9.5592,0.0
90,impressions,WeeklyRepeat4W,45,9.089495999999999,6.6511,0.0
