BacktestClass,HorizonDays,CutoffDate,ActualStartDate,ActualEndDate,SourceMinDate,SourceMaxDate,TrainingCalendarDays,TrainingRows,KnownPagesAtCutoff,PredictedClicks,ActualClicks,ClickTotalErrorPct,ClickBiasPct,ClickDailyMAE,ClickDailyRMSE,ClickWAPE,PredictedImpressions,ActualImpressions,ImpressionTotalErrorPct,ImpressionBiasPct,ImpressionDailyMAE,ImpressionDailyRMSE,ImpressionWAPE,PredictedCTR,ActualCTR,CTRAbsoluteError,NewFuturePageCount,NewFuturePageActualClicks,NewFuturePageActualImpressions,BacktestMethod,ForecastMethod
Strategic,180,2026-02-17,2026-02-18,2026-08-16,2025-04-05,2026-08-16,180,243153.68,4808.7,170687.88,225850.26,25.28,-25.28,431.775,543.4010999999999,30.529200000000003,12399079.1242,10386318.88,9.59,9.59,12913.3752,17188.7415,23.579,0.013766173946487574,0.027994,0.008909,983.6999999999999,5284.8,97540.05,LeakageSafeCalendarHoldout,RecursiveDailyML
