ForecastDate,PredictedClicks,PredictedImpressions,ForecastPageCount,ActualClicks,ActualImpressions,ActualKnownPageCount,ClickError,ImpressionError,RecursiveWeight,HistoricalAnchorWeight,AnchorClicks,AnchorImpressions,StabilizedPredictedClicks,StabilizedPredictedImpressions
2026-06-17,1137.200067,78359.90128199998,2172.3,1386.7199999999998,51159.28999999999,1494.6399999999999,-335.77373699999987,12760.914449999997,0.5265505201813665,0.24370142290253227,1333.972711358464,50277.44498741829,1067.678605829276,52412.02638872808
2026-06-18,1117.9055429999999,77973.37084399999,2172.3,1169.6399999999999,44748.34,1463.7,-69.61797299999995,17773.731900000002,0.5200096045696231,0.24999076483690094,1237.1216095843406,50985.19301591707,1029.0157901229823,52302.62731432206
2026-06-19,1063.084419,77706.981825,2172.3,1021.41,40680.64,1407.77,56.08039100000007,20939.510625000003,0.5135499415165613,0.25620197931099875,1201.786764934121,47459.5491431042,987.0804501492155,51040.932866555115
2026-06-20,1129.2950339999998,78723.501299,2172.3,1067.58,42290.42999999999,1392.3,83.04862599999991,20325.274275000007,0.5071705216866871,0.26233603683972395,1429.6195569906474,54513.25152335654,1097.1937429655075,53480.35310592287
2026-06-21,1255.1435999999999,79005.45796199999,2172.3,1182.6,44894.85,1438.71,97.62039999999993,18376.407450000002,0.5008703482826729,0.26839389588204543,1670.5136125209253,62324.897846355976,1247.8109343917808,55892.18800001994
2026-06-22,1179.046692,79214.116522,2172.3,1188.27,47369.14,1470.84,-12.411611999999991,16483.413450000004,0.4946484368896064,0.2743765029907631,1586.8039632405323,57769.40318041126,1180.6388541061135,54537.78805986532
2026-06-23,1092.983949,77771.67220599999,2172.3,1166.3999999999999,43164.03,1433.95,-98.7944389999999,18938.104349999998,0.48850381532117393,0.28028479296040965,1475.8954619236404,53442.63715943518,1098.7404277001003,52439.27821835263
2026-06-24,1095.82713,77375.450671,2172.3,1075.6799999999998,41421.38,1382.78,27.111570000000047,20096.628975000003,0.4824355234677542,0.28611968897331325,1344.2839803486536,50309.74459837832,1058.321474660795,51158.76988741919
2026-06-25,1107.2015549999999,77074.24171199999,2172.3,1006.8299999999999,39720.59,1395.87,135.06789500000008,21287.251200000002,0.4764426131463991,0.29188210274384707,1246.3962925627586,51016.96436891189,1032.3314002260101,51152.35027793717
2026-06-26,1081.459998,76969.85861099999,2172.3,908.8199999999999,37625.77,1337.56,232.31802199999996,22940.585475,0.47052414795267794,0.29757293466088663,1210.5252694671492,47488.23599728899,1006.8163912216696,49821.310065024234
2026-06-27,1165.462101,78423.609724,2172.3,1029.51,39459.42,1350.6499999999999,182.94788900000006,22448.319900000002,0.4646792031143634,0.3031930739284967,1439.7017419662059,54545.213174143144,1134.5115679852934,52752.60232062336
2026-06-28,1266.9852329999999,78901.581506,2172.3,1112.9399999999998,41710.759999999995,1351.84,207.295437,20927.846850000005,0.4589068653469326,0.3087433987048725,1681.9400303303319,62360.34297901031,1278.0485679249282,55604.348547521375
2026-06-29,1192.7105009999998,79240.82832299998,2172.3,1049.76,42471.52,1408.96,192.3654889999999,20538.636675,0.45320623271086546,0.3142247762395524,1597.3311089678773,57801.2716304592,1210.873713482214,54094.65083360282
2026-06-30,1097.642664,77882.70107699999,2172.3,1112.1299999999999,39400.27,1266.1599999999999,-19.495304000000072,22117.928325,0.4475764144707147,0.31963806300892816,1485.39213676147,53471.234067725745,1122.5736158888408,51898.760255610505
2026-07-01,1097.086113,77272.67556599999,2172.3,1156.6799999999998,42128.45,1339.9399999999998,-80.19424299999993,19441.840350000002,0.4420165309559263,0.32498410485007084,1352.6734962487606,50335.85728541699,1073.631314614602,50413.36021035527
2026-07-02,1120.6413989999999,77686.120784,2172.3,988.1999999999999,38933.439999999995,1294.72,178.22361100000003,22364.888400000003,0.43652571342338925,0.33026373709289497,1253.9408399426497,51042.64953735986,1048.3022468362824,50749.79319760978
2026-07-03,1097.67393,77900.05529999998,2172.3,898.29,36188.88,1322.09,268.30677,24776.842499999995,0.43110310392169326,0.33547778469067957,1217.632219847361,47511.42714795316,1023.4059719505483,49403.97186818863
2026-07-04,1180.022499,79520.77060399998,2172.3,933.1199999999999,36774.92,1317.33,332.251511,25429.857899999995,0.425747855157071,0.34062706234897017,1447.8998854913755,54571.05132661299,1157.0526358284765,52653.88006946818
2026-07-05,1312.928433,80106.68976399998,2172.3,1032.75,39069.939999999995,1392.3,377.030237,23949.0489,0.42045913036100774,0.3457123746528772,1691.2294418780284,62388.99676132828,1322.049973170729,55860.07083218624
2026-07-06,1254.5162549999998,80157.16733499999,2172.3,1418.31,38473.89,1442.28,-220.41380500000002,24475.680375,0.4152361031594942,0.350734516192794,1605.887851573296,57827.033631686194,1261.1855859887698,54034.08872355353
2026-07-07,1220.8460129999999,78917.968128,2172.3,1234.4399999999998,36440.03999999999,1372.07,-18.293142999999972,25283.332800000004,0.41007795744390374,0.35569427168855405,1493.1099015513946,53494.35105543638,1199.972995905638,51754.844597403244
2026-07-08,1224.863208,78338.31413899998,2172.3,1050.57,37856.909999999996,1505.35,234.54271199999997,23709.283275,0.40498388724347406,0.3605924161120442,1359.490308684358,50356.96578784236,1146.3027170488083,50177.0573860946
2026-07-09,1216.544103,78300.08699799998,2172.3,993.8699999999999,35992.32,1452.99,299.6478670000001,25219.238550000002,0.39995309659937206,0.3654297148082961,1260.0700481058484,51063.41215784674,1100.2237048376792,50361.64096153811
2026-07-10,1190.1246569999998,78259.34353799999,2172.3,895.05,32203.989999999998,1386.35,397.0757729999999,28312.930050000003,0.39498479944032483,0.37020692361507224,1223.4049784847186,47530.17347185783,1072.490783032626,48780.14937392328
2026-07-11,1253.998179,79778.33843599999,2172.3,974.43,32042.92,1300.6699999999998,376.2090309999999,29510.396099999998,0.39007821945979276,0.3749247889809685,1454.557930101892,54591.93705017967,1203.7848374636474,52221.51066688003
2026-07-12,1373.0286509999999,80417.458424,2172.3,869.9399999999999,32850.09,1333.99,676.9958389999998,29293.127400000005,0.38523258999467175,0.3795840480820464,1698.7725880193505,62412.15814220355,1367.0147442986527,55733.48005946216
2026-07-13,1309.355847,80392.64715699998,2172.3,838.3499999999999,31104.709999999995,1278.06,633.822683,30714.236324999994,0.38044715390549916,0.38418542893702,1612.835021574774,57847.85727313041,1302.055303238474,53707.38199539716
2026-07-14,1222.6681889999998,79248.667357,2172.3,849.6899999999999,31187.519999999997,1335.1799999999998,501.9089209999998,29844.131325000006,0.37572116345815004,0.3887296505210096,1499.375002636814,53513.036484490054,1214.2995966954913,51342.89991932625
2026-07-15,1187.0325629999998,79184.830729,2172.3,878.04,31041.01,1294.72,415.80480699999987,29920.136025,0.371053880207002,0.39321742287788275,1365.0232601577,50374.02756103303,1138.0900331645494,49851.252668608075
2026-07-16,1143.376965,78802.84211999999,2172.3,830.2499999999999,30560.53,1270.9199999999998,421.3683850000001,30048.387000000002,0.36644457487955107,0.3976494472312009,1265.0442188784953,51080.19416760793,1073.6754251862778,49949.136402663826
2026-07-17,1080.53838,78521.42045699999,2172.3,811.6199999999999,28821.519999999997,1286.3899999999999,361.87782,31284.378825,0.3618925272624626,0.4020264160937859,1228.0892525723102,47545.32558241163,1030.7829730272672,48164.973490528326
2026-07-18,1145.449188,79474.09816699999,2172.3,768.6899999999999,28642.249999999996,1236.4099999999999,506.9969319999999,32099.893575,0.35739702608903484,0.4063490133759281,1459.959871903741,54608.81819490486,1169.6450336005614,51630.23184478813
2026-07-19,1310.4559889999998,79372.70475299998,2172.3,768.6899999999999,32969.299999999996,1310.19,729.0431209999999,28462.573424999995,0.3529573689280633,0.4106179144922468,1704.8918873014313,62430.878420863555,1356.8052595098188,55161.37585658599
2026-07-20,1217.63169,79371.07557099998,2172.3,760.5899999999999,30405.829999999998,1256.6399999999999,615.0314099999999,30574.181474999998,0.3485728620740842,0.41483378646722674,1618.4701613312775,57864.68789513451,1279.4134617174388,52991.852085566665
2026-07-21,1105.895673,77954.91002699999,2172.3,799.4699999999999,30677.92,1330.4199999999998,412.35059699999994,29357.292075,0.3442428204389812,0.4189972880394412,1504.4562929933363,53528.13875772053,1180.9393465440312,50433.385182294594
2026-07-22,1121.9662349999999,77522.87976499999,2172.3,718.4699999999999,28257.319999999996,1220.94,542.9764149999999,31049.467125,0.3399665674449392,0.4231090697644815,1369.5102334074033,50387.81740334074,1121.4373773534062,48731.36864495898
2026-07-23,1125.6009479999998,77428.24511299998,2172.3,747.63,28113.539999999997,1223.32,508.6275719999998,31101.634425,0.33574343491872793,0.4271697741166077,1269.0776020234375,51093.757772022225,1073.1728603143092,48967.89101349661
2026-07-24,1096.264692,77276.87274799998,2172.3,733.8599999999999,27938.819999999996,1310.19,487.68038799999994,31139.5323,0.3315727629872979,0.43118003558913665,1231.887162755297,47557.57175584906,1043.7644097978732,47127.196212637886
2026-07-25,1157.6625299999998,78604.93855799998,2172.3,787.3199999999999,28256.409999999996,1249.5,498.36216999999994,31808.66955,0.3274538999746747,0.43514048079358203,1464.33919802168,54622.46168294748,1187.1932803213363,50924.27767373887
2026-07-26,1294.4033279999999,78971.533398,2172.3,807.5699999999999,29209.179999999997,1261.3999999999999,655.121392,31280.378550000005,0.3233862023001327,0.4390517285575647,1709.8522727584802,62446.00818609473,1366.762753568743,54860.73599029737
2026-07-27,1213.543215,79102.40509799999,2172.3,781.65,30610.579999999998,1251.8799999999999,581.1896349999998,30217.11105,0.3193690343776344,0.44291439002150534,1623.0376352638577,57878.290325589456,1293.6632682884465,52588.98830656669
2026-07-28,1103.46543,77714.32277399999,2172.3,732.2399999999999,29544.059999999998,1262.59,499.55027000000007,30123.156150000003,0.315401768516519,0.44672906873411633,1508.574463491432,53540.34424844047,1195.34584150211,49945.46703883147
2026-07-29,1087.246476,77295.350471,2172.3,733.05,29235.569999999996,1260.21,476.634764,30083.733974999996,0.31148378482342415,0.45049636074670746,1373.1464014719268,50398.96211657344,1119.089461289313,48167.17858300067
2026-07-30,1097.972982,77226.60350599998,2172.3,716.04,28247.309999999998,1212.61,513.9591979999998,30850.04685,0.3076144711054268,0.4542168547063204,1272.3458973960333,51104.719562314145,1069.8463450988534,48442.2472646888
2026-07-31,1075.543677,77112.32290499998,2172.3,704.6999999999999,26288.989999999998,1123.36,499.03655299999997,32383.943625,0.303793222774386,0.4578911319477058,1234.964386119915,47567.46875774049,1042.5541768353467,46515.33174665956
2026-08-01,1173.617829,78463.39863699999,2172.3,733.05,28348.319999999996,1219.75,592.862881,31633.709325,0.3000194427524758,0.46151976658415783,1467.8872114484861,54633.48787693199,1204.1771952005802,50503.78333718909
2026-08-02,1258.2852659999999,79401.74391099998,2172.3,794.6099999999999,30094.609999999997,1220.94,623.9580739999999,30852.177974999995,0.29629254137889005,0.4651033255972211,1713.8707186024053,62458.235454933885,1369.6097879692963,54825.65347382877
2026-08-03,1156.177557,79876.72761099998,2172.3,742.77,28447.51,1248.31,556.313873,32542.610474999998,0.2926119363177066,0.4686423689252821,1626.737489007077,57889.28319154146,1289.0755425269529,52511.801154010165
2026-08-04,1101.015099,78729.85271199999,2172.3,728.1899999999999,27989.78,1289.96,501.70291100000003,32115.976200000005,0.28897705246689637,0.4721374495510612,1511.9101068734988,53550.208108325336,1208.604735171149,49843.57864063755
2026-08-05,1117.6851419999998,78394.77375899999,2172.3,750.8699999999999,28119.909999999996,1191.19,493.6154379999998,31773.857775,0.2853873218684625,0.47558911358801687,1376.091413314043,50407.96865409017,1139.1514856531323,48009.6854637057
2026-08-06,1156.346604,77998.07211499999,2172.3,811.6199999999999,28527.589999999997,1151.9199999999998,463.89135600000003,31159.795875000003,0.28184218361969554,0.4789979003656773,1274.9927707922693,51113.57821855095,1095.2192210725132,48221.76728423962
2026-08-07,1128.344742,78086.514891,2172.3,702.27,26137.929999999997,1153.11,573.3598379999999,33191.28847500001,0.2783410837855316,0.48236434251391186,1237.4563434430893,47575.46686983151,1065.3512324630944,46254.80853087315
2026-08-08,1230.820434,79408.99733399999,2172.3,693.3599999999999,27592.109999999997,1130.5,723.249226,32919.762149999995,0.27488347531199847,0.4856889660461553,1470.7602235265522,54642.39847821627,1232.1794770826468,50401.05279854038
2026-08-09,1361.916828,79891.92203899998,2172.3,790.56,31013.709999999995,1262.59,768.8628919999999,30438.260775,0.27146881794073763,0.48897229044159846,1717.1244508845134,62468.1166270942,1416.4436218597405,54798.64540885326
2026-08-10,1261.3794659999999,80068.247339,2172.3,857.79,32106.62,1242.36,543.1018740000001,29661.103275000005,0.2680965781245876,0.4922148287263581,1629.733066834051,57898.166763636844,1336.111056646246,52277.21438689537
2026-08-11,1210.510413,78708.17825699999,2172.3,883.7099999999999,32453.329999999998,1318.52,439.7684569999999,28422.033825000002,0.26476622894421625,0.4954170875536383,1514.6106358888221,53558.17926521048,1254.5650447383616,49470.497360316804
2026-08-12,1215.671004,78287.81463299999,2172.3,995.4899999999999,35022.259999999995,1301.86,296.29295599999983,26010.136425000004,0.26147725002578853,0.4985795672828956,1378.475545154721,50415.24695748385,1176.7991356214652,47545.914313124194
2026-08-13,1219.997295,78250.322796,2172.3,908.8199999999999,34848.45,1306.62,418.744755,26127.1071,0.258229127459657,0.5017027620580221,1277.1354204195186,51120.736982413764,1118.416979664344,47877.32113039268
2026-08-14,1155.8151629999998,78164.76110199999,2172.3,852.93,32083.87,1267.35,407.58620699999994,28345.63395,0.2550213537200621,0.5047871598845557,1239.4734745017163,47581.930189452236,1077.4412014384461,45781.23795551058
2026-08-15,1223.0067689999998,79607.78813999999,2172.3,929.8799999999999,32766.369999999995,1262.59,394.45454099999995,28794.601500000004,0.2518534275858311,0.5078332427059317,1473.0856747108674,54649.59915268337,1237.6337284379267,50110.66957616586
2026-08-16,1309.829211,80071.75126799999,2172.3,994.68,34813.869999999995,1345.8899999999999,424.08967900000005,27432.3093,0.24872485406206013,0.5108414864787884,1719.757922024712,62476.101586484045,1412.4805929957895,54691.19043466995
