HorizonDays,Metric,OriginDate,sum_7,mean_7,median_7,std_7,sum_14,mean_14,median_14,std_14,sum_28,mean_28,median_28,std_28,sum_56,mean_56,median_56,std_56,momentum_28_vs_prev28,last_value,trend_7_vs_28,origin_month,origin_dow,month_sin,month_cos,doy_sin,doy_cos,TargetTotal,Recent28RunRate,Recent56RunRate
180,clicks,2025-05-30,13098.96,1525.5,1806.64,130.48788887424433,31334.96,1925.902857142857,2214.365,1246.1497950642913,77259.29999999999,2639.292857142857,1803.1,1061.1182847826155,119652.48,2314.7057142857147,2102.1349999999998,746.7496905702131,1.1692773600668338,1745.28,0.6357953023131196,5.0,4.68,0.4999999999999999,-0.8660254037844387,0.5748053099552348,-0.6772812816781013,337992.9,431884.2857142857,400622.1428571429
180,clicks,2025-05-31,12902.079999999998,1502.5714285714287,1759.1200000000001,128.69772996428173,31630.8,1944.0857142857144,2214.365,1226.8617631691561,75403.2,2575.8857142857146,1789.3249999999998,1042.1957516704815,119944.31999999999,2320.3514285714286,2147.95,744.8769944402236,1.1043217569980126,1942.23,0.6416544655929721,5.0,5.85,0.4999999999999999,-0.8660254037844387,0.558992351073444,-0.6845051886790964,337949.85000000003,421508.5714285714,401599.2857142857
180,clicks,2025-06-01,12957.279999999999,1509.0,1759.1200000000001,133.45898117827386,32106.38,1973.3157142857144,2259.305,1198.409352182283,73558.59999999999,2512.8714285714295,1789.3249999999998,1008.121024679081,120383.04,2328.838571428572,2157.47,742.916624064708,1.0411654594286643,2167.46,0.6605590644737664,6.0,7.02,1.2246467991473532e-16,-1.0,0.5430139773616487,-0.6915265395821318,337546.65,411197.1428571429,403068.2142857143
180,clicks,2025-06-02,12722.679999999998,1481.6785714285716,1759.1200000000001,99.44372987898683,32302.46,1985.3671428571433,2259.305,1186.7359879019568,70848.04999999999,2420.275,1789.3249999999998,927.584315129897,120826.56,2337.418571428572,2177.7,740.1229807311388,0.9588041211442088,2048.28,0.6734137354521402,6.0,0.0,1.2246467991473532e-16,-1.0,0.5268749170776968,-0.6983432566565128,337744.05,396045.0,404553.2142857143
180,clicks,2025-06-03,12790.759999999998,1489.607142857143,1759.1200000000001,106.96111519269657,30775.96,1891.5457142857144,2253.9549999999995,1138.3373409799874,70289.15,2401.1821428571434,1789.3249999999998,924.3721785487703,121558.08,2351.57,2230.06,734.8473474290001,0.9331165460596624,2148.27,0.6824004842852702,6.0,1.17,1.2246467991473532e-16,-1.0,0.5105799460291798,-0.7049533227259863,338491.65,392920.7142857143,407002.5
180,clicks,2025-06-04,13681.32,1593.321428571429,1784.64,301.6310061472258,29093.8,1788.1571428571433,2253.9549999999995,915.3279717106424,71612.79999999999,2446.4,1840.625,932.3692247173326,123088.31999999999,2381.172857142857,2273.495,732.5481852616045,0.9443020699067404,2996.67,0.7164215056526209,6.0,2.34,1.2246467991473532e-16,-1.0,0.4941338861601913,-0.7113547817656568,338021.25,400320.0,412126.0714285714
180,clicks,2025-06-05,13517.56,1574.25,1784.64,315.4146205507013,26143.14,1606.8042857142855,2214.365,423.5270153949896,71753.09999999999,2451.192857142857,1840.625,930.0631575866232,123448.31999999999,2388.137142857143,2273.495,728.9066534466369,0.9425360282788,1791.74,0.7064621598230599,6.0,3.51,1.2246467991473532e-16,-1.0,0.4775416041244378,-0.7175457394808051,338444.4,401104.2857142857,413331.4285714286
180,clicks,2025-06-06,12785.24,1488.9642857142858,1784.64,456.4968616026414,24196.1,1487.1357142857144,2183.3349999999996,434.7474529598788,71038.95,2426.7964285714293,1840.625,952.1256076143525,123097.92,2381.358571428572,2273.495,734.8105621999669,0.9295602973485418,941.32,0.6749065125540284,6.0,4.68,1.2246467991473532e-16,-1.0,0.4608080098451186,-0.7235243638674399,339518.55,397112.1428571429,412158.2142857143
180,clicks,2025-06-07,12045.56,1402.8214285714287,1784.64,520.7998583340977,23320.62,1433.327142857143,2154.4449999999997,495.40514416722294,70490.4,2408.0571428571434,1840.625,966.4549030347974,122793.59999999999,2375.4714285714285,2273.495,739.171811392328,0.920166931876182,1130.19,0.6408085356303836,6.0,5.85,1.2246467991473532e-16,-1.0,0.4439380550619979,-0.7292888857544191,340426.8,394045.7142857143,411139.2857142857
180,clicks,2025-06-08,11302.199999999999,1316.25,1561.1200000000001,531.2338033564613,22677.34,1393.79,2113.785,518.8687625842534,70041.9,2392.7357142857145,1840.625,975.398996872562,122508.48,2369.9557142857147,2273.495,742.3732767894057,0.913037612244592,1351.38,0.6051127967687913,6.0,7.02,1.2246467991473532e-16,-1.0,0.4269367318661083,-0.734837599326973,340948.65,391538.5714285714,410184.6428571429
180,clicks,2025-06-09,11463.199999999999,1335.0,1561.1200000000001,542.1338523174617,22608.54,1389.5614285714287,2113.785,514.3653496776194,70454.75,2406.839285714286,1876.725,973.4007373507584,123115.2,2381.692857142857,2284.7999999999997,738.9668002689384,0.9146760226933413,2225.03,0.6101362931526974,6.0,0.0,1.2246467991473532e-16,-1.0,0.40980907122250787,-0.7401688626314863,341139.75,393846.4285714286,412216.0714285714
180,clicks,2025-06-10,11488.96,1338.0,1561.1200000000001,543.9119842663622,22696.26,1394.9528571428573,2113.785,517.8955050244111,71081.5,2428.25,1912.8249999999998,967.3272848937944,123520.31999999999,2389.53,2299.6749999999997,736.9572277253625,0.9245105224583812,2176.55,0.6061155152887882,6.0,1.17,1.2246467991473532e-16,-1.0,0.3925601414815388,-0.745281098061375,342395.55,397350.0,413572.5
180,clicks,2025-06-11,10477.88,1220.25,1561.1200000000001,381.46182433969904,22583.6,1388.0285714285712,2073.1249999999995,516.8162637786494,71401.2,2439.1714285714293,1912.8249999999998,962.5497521686867,123750.72,2393.9871428571428,2299.6749999999997,735.1500841225737,0.9291967853454856,1886.68,0.5502995747970623,6.0,2.34,1.2246467991473532e-16,-1.0,0.3751950468790196,-0.7501727928239273,344002.05,399137.1428571429,414343.9285714286
180,clicks,2025-06-12,10453.96,1217.4642857142858,1538.24,380.5713085370895,22408.16,1377.2457142857143,2028.1849999999997,517.3997414939045,71589.79999999999,2445.614285714286,1912.8249999999998,959.3045844777349,123691.2,2392.835714285715,2299.6749999999997,735.5924555502648,0.9348129683300046,1765.48,0.5475968643577716,6.0,3.51,1.2246467991473532e-16,-1.0,0.35771892602582145,-0.7548424993879634,344751.75,400191.4285714286,414144.6428571429
180,clicks,2025-06-13,10948.0,1275.0,1538.24,311.86623212983017,22185.42,1363.5557142857142,2028.1849999999997,527.4816057707895,71567.95,2444.8678571428572,1912.8249999999998,959.8101881491986,123273.59999999999,2384.7571428571428,2299.6749999999997,739.2094559854058,0.9404022545597412,1483.69,0.5736506355149198,6.0,4.68,1.2246467991473532e-16,-1.0,0.34013695038726804,-0.7592888359121827,345455.25,400069.2857142857,412746.4285714286
180,clicks,2025-06-14,11276.439999999999,1313.25,1538.24,260.588281284591,21801.0,1339.9285714285713,1948.4699999999998,536.061463259426,71449.5,2440.8214285714294,1912.8249999999998,962.3586074328008,123043.2,2380.3,2299.6749999999997,741.4721816047788,0.940793458509994,1490.76,0.5918396909705456,6.0,5.85,1.2246467991473532e-16,-1.0,0.3224543227528178,-0.7635104866540726,346029.60000000003,399407.1428571429,411975.0
180,clicks,2025-06-15,11390.519999999999,1326.5357142857142,1538.24,243.58504427800645,21212.76,1303.7742857142857,1884.2699999999998,534.2443350974099,71298.84999999999,2435.675,1912.8249999999998,965.5706390912059,122606.4,2371.85,2299.6749999999997,745.1317882334222,0.9434384320409032,1476.6200000000001,0.5990903079081921,6.0,7.02,1.2246467991473532e-16,-1.0,0.304676275696473,-0.7675062023592595,346321.5,398565.0,410512.5
180,clicks,2025-06-16,10752.039999999999,1252.1785714285716,1327.92,202.69898494555707,20766.42,1276.3414285714284,1742.4949999999997,532.2776159973636,70964.2,2424.2428571428572,1912.8249999999998,971.2862555395294,122190.72,2363.8085714285717,2255.645,748.3425660894222,0.9410437063470278,1524.09,0.5681759253257277,6.0,0.0,1.2246467991473532e-16,-1.0,0.2868080700283804,-0.7712748006311804,347029.2,396694.2857142857,409120.7142857143
180,clicks,2025-06-17,10117.24,1178.25,1298.88,126.24804790570032,20197.1,1241.35,1596.9749999999997,522.7235379515365,68161.65,2328.5035714285714,1876.725,925.1680515857645,121980.48,2359.7414285714285,2255.645,750.3869737087011,0.8743067028557941,1479.65,0.5566128460798705,6.0,1.17,1.2246467991473532e-16,-1.0,0.26885499323806783,-0.7748151662809762,348188.4,381027.8571428571,408416.7857142857
180,clicks,2025-06-18,9807.199999999999,1142.142857142857,1298.88,77.85057293380987,18962.14,1165.4471428571426,1596.9749999999997,360.12319457006225,64260.85,2195.246428571429,1840.625,763.8800306821744,122244.48,2364.8485714285716,2255.645,747.1481764419872,0.7819728795533103,1546.31,0.572308022691888,6.0,2.34,1.2246467991473532e-16,-1.0,0.25082235792979574,-0.7781262516574923,349087.2,359222.14285714284,409300.7142857143
180,clicks,2025-06-19,9371.119999999999,1091.357142857143,1292.72,63.697283573900364,18532.14,1139.0185714285715,1575.5749999999998,363.7896832438956,59740.2,2040.8142857142861,1800.725,478.71282978420373,122192.64,2363.845714285715,2255.645,747.8537888790939,0.6895508123606244,1286.74,0.5882420882420882,6.0,3.51,1.2246467991473532e-16,-1.0,0.23271550025046853,-0.7812070769572952,350356.65,333951.4285714286,409127.1428571429
180,clicks,2025-06-20,9078.56,1057.2857142857142,1289.2,107.40946045818481,18720.48,1150.5942857142857,1575.5749999999998,338.48489543968776,57388.45,1960.4750000000001,1729.9499999999998,423.55833751090296,122128.31999999999,2362.6014285714286,2255.645,748.8320838318753,0.6454587784877254,1162.51,0.5932308678836944,6.0,4.68,1.2246467991473532e-16,-1.0,0.2145397783105848,-0.7840567305146132,351263.85000000003,320805.0,408911.7857142857
