OriginDate,imp_sum_7,imp_mean_7,imp_median_7,imp_std_7,active_mean_7,active_last_7,imp_sum_14,imp_mean_14,imp_median_14,imp_std_14,active_mean_14,active_last_14,imp_sum_28,imp_mean_28,imp_median_28,imp_std_28,active_mean_28,active_last_28,imp_sum_56,imp_mean_56,imp_median_56,imp_std_56,active_mean_56,active_last_56,imp_sum_90,imp_mean_90,imp_median_90,imp_std_90,active_mean_90,active_last_90,active_page_growth_28,recent28_active_pages,prev28_active_pages,impression_momentum_28,imp_per_active_page_28,top10_share_56,page_median_imp_56,page_p90_imp_56,known_pages,new_pages_28,new_pages_56,month,dow,month_sin,month_cos,doy_sin,doy_cos,TargetTotal,Recent28RunRate,Recent56RunRate,Recent90RunRate,TargetVsRecent28
2025-09-11,858704.21,153677.04857142858,105423.93,20052.668042213845,1756.2457142857143,1370.65,2085374.3199999998,138409.8,132893.78,15937.732828385468,2003.5007142857141,1787.05,3499536.6599999997,85514.99357142858,92032.04,19863.499121419747,1903.2871428571432,2082.0,5557618.8,90145.9001785714,77592.6,40220.30058419263,1380.8264285714286,1960.5499999999997,7093008.8100000005,93637.07999999999,63014.16,33116.09988808655,1391.408,1821.75,1.1690591319545587,2761.5,3398.67,1.4350410289578504,908.7583405757739,0.3818789363531014,21.47,440.42,6576.57,206.64,450.11999999999995,9.0,2.55,-1.0,-1.8369701987210294e-16,-0.9605941127814509,-0.28584542065018037,8661666.6,9867114.642857144,7443239.464285714,7022780.999999999,0.7315264655635869
2025-09-18,648181.1699999999,116001.02571428572,82835.45999999999,6940.959472653648,1707.6214285714286,1340.63,1871187.3399999999,124193.85,109932.945,21036.70715595335,2074.8907142857142,1747.91,3704743.4999999995,90529.44642857143,93979.94,15381.04313688329,1986.2907142857143,2036.3999999999999,5987857.2,97124.46946428569,92310.3,38068.30697045357,1413.2060714285712,1917.61,7180004.15,94785.53333333333,63014.16,33853.78518557983,1391.3568888888888,1781.8500000000001,1.2497022036926744,2887.5,3324.42,1.363328297241662,920.0661688311687,0.3799800676609321,22.599999999999998,433.09999999999997,6657.75,225.35999999999999,482.66999999999996,9.0,2.55,-1.0,-1.8369701987210294e-16,-0.9948431158383193,-0.18761510331642686,8551902.6,10445705.357142856,8019451.607142857,7108914.999999999,0.6822502891225802
2025-09-25,675491.1799999999,120888.53142857143,85970.15999999999,6122.035628292409,1799.82,1392.77,1643681.0499999998,109093.875,103731.04000000001,6953.084332351239,2100.992142857143,1815.89,3762055.86,91929.93642857143,97643.11,14501.37592406322,2069.207142857143,2115.6,6469807.2,104941.81321428569,107096.04000000001,33783.94664030385,1467.0042857142855,1992.1899999999998,7358496.4,97141.86666666667,63014.16,34932.33698073396,1401.9368888888887,1851.15,1.2947025240384615,2964.75,3294.72,1.1518457085180331,909.9553275992915,0.37771708498515993,25.99,446.6419999999999,6764.67,271.44,534.75,9.0,2.55,-1.0,-1.8369701987210294e-16,-1.0146840717215135,-0.08666760654398385,8417432.7,10607300.357142856,8664920.357142856,7285640.000000001,0.6612924131328556
2025-10-02,821532.5299999999,147024.65999999997,103216.68,17299.558214156805,1834.8814285714284,1403.8300000000002,1858941.5299999998,123381.07500000001,115688.935,16608.868671231732,2177.222142857143,1830.31,3763138.86,91956.40071428572,97052.72,15905.215862315972,2143.627142857143,2132.4,7065320.399999999,114601.17910714285,110920.32,32095.38616021016,1522.2124999999999,2008.0099999999998,7782954.96,102745.28,68849.0,38151.58791682198,1416.3195555555558,1865.8500000000001,1.3041765755053505,3018.75,3330.36,0.9315598731699171,893.9351329192546,0.37224661234046796,28.249999999999996,478.24,6862.68,292.32,569.16,10.0,2.55,-0.8660254037844386,0.5000000000000001,-1.0198296291655071,0.015535074029437518,8157266.999999999,10610353.92857143,9462482.67857143,7705896.0,0.64066877936043
2025-10-09,992656.21,177649.62,126958.59,11846.996781885273,1950.5985714285716,1523.1200000000001,2252783.82,149521.05000000002,142728.655,19153.00807081488,2267.54,1985.8400000000001,3930946.86,96056.97214285714,99594.45,18537.801547876694,2202.317857142857,2313.6,7821561.6,126867.59142857142,119485.8,32606.003438668296,1581.6675,2178.64,8472818.290000001,111852.38666666667,83357.12,42838.39286756627,1442.8359999999998,2024.4,1.1882835415535034,3010.5,3645.18,0.8199917550799425,936.3569780767313,0.36189985897445337,29.379999999999995,542.9,6938.91,263.52,607.29,10.0,2.55,-0.8660254037844386,0.5000000000000001,-1.0102052664359609,0.1175127642743346,7655491.799999999,11083496.785714284,10475305.714285716,8388929.0,0.5755923986212319
2025-10-16,933511.6699999999,167064.88285714286,108360.98999999999,23610.732448278337,1910.3428571428574,1450.44,2391834.84,158750.1,152305.475,19540.579365772373,2312.742142857143,1891.0800000000002,4288393.859999999,104791.5792857143,114240.25,19562.478916267137,2263.535714285714,2203.2,8413828.799999999,136474.30642857144,128578.32,30936.2307724804,1637.2282142857143,2074.68,9143376.48,120704.63999999998,88244.2,44257.89064979023,1478.4195555555557,1927.8000000000002,1.1372805194805193,3012.75,3811.5,0.8450051988214569,1020.7384640278813,0.3562615574017859,30.509999999999998,590.3580000000006,7019.1,262.8,630.54,10.0,2.55,-0.8660254037844386,0.5000000000000001,-0.9859503706080992,0.21778854853604884,7069496.399999999,12091336.071428573,11268520.714285716,9052848.0,0.4872287863969659
2025-10-23,753002.2499999999,134760.21428571426,91602.09,12381.20054300149,1840.3642857142856,1448.8600000000001,2094242.5599999998,138998.40000000002,127087.29000000001,22896.516797347904,2246.7107142857144,1889.02,4385495.64,107164.36714285715,115740.09,18085.02263761631,2275.779285714286,2200.7999999999997,8576370.0,139110.76339285713,133276.32,29382.873054434447,1673.8882142857142,2072.4199999999996,9627716.93,127098.57333333333,93270.32,41278.25957699048,1508.1048888888886,1925.7,1.0971692385529976,2984.25,3913.47,0.8509740249311449,1053.819889419452,0.35793518096817184,30.509999999999998,627.6900000000011,7066.62,219.6,634.26,10.0,2.55,-0.8660254037844386,0.5000000000000001,-0.947416218860923,0.31491015940978184,6628931.999999999,12365119.285714284,11486209.82142857,9532393.0,0.44674943058431593
2025-10-30,637134.6799999999,114024.10285714285,78206.31,9760.087686259247,1825.5028571428572,1571.3100000000002,1726213.9899999998,114571.72499999999,107386.735,13885.277057179346,2195.8907142857142,2048.67,4154491.7399999998,101519.535,108212.94,20931.618059912318,2272.9471428571433,2386.7999999999997,8334348.0,135185.10892857143,126828.72,31430.394615010893,1701.467142857143,2247.5699999999997,9985256.93,131818.57333333333,93564.68000000001,36966.431108147706,1543.8111111111111,2088.4500000000003,1.0970409937888197,3038.25,3984.75,0.8059173692570036,980.5670673907676,0.3594310417563557,28.249999999999996,649.04,7126.0199999999995,191.51999999999998,624.9599999999999,10.0,2.55,-0.8660254037844386,0.5000000000000001,-0.895160891023636,0.4074710105415903,6264907.199999999,11713792.5,11162073.214285716,9886393.0,0.4456930579912526
2025-11-06,586259.3099999999,104919.24857142856,73522.08,5887.161833522298,1819.7314285714285,1426.74,1519159.5699999998,100829.17500000002,93416.92,8951.092663314195,2183.531428571429,1860.18,3645379.1399999997,89078.81357142857,92138.68,19718.143032498207,2233.427857142857,2167.2,7975080.0,129357.69642857142,122550.84000000001,31912.882728580997,1708.8528571428571,2040.7799999999997,10217869.02,134889.36,94281.44,33555.2804908338,1575.2853333333335,1896.3000000000002,1.0938016940707522,3021.0,3973.86,0.6769683913254426,865.3163083416086,0.3582025925758738,28.249999999999996,652.6999999999999,7158.69,159.84,546.8399999999999,11.0,2.55,-0.5000000000000004,0.8660254037844384,-0.8299411870545111,0.4941305678429236,5973183.899999999,10278324.642857144,10680910.714285716,10116702.0,0.4842864399558724
2025-11-13,591763.8999999999,105904.37142857142,75522.78,7169.738905971117,1742.5385714285715,1331.94,1462820.0299999998,97089.825,91850.915,6724.735893696336,2133.835,1736.5800000000002,3217255.5599999996,78617.14714285714,81759.77,10987.319619381444,2182.7542857142857,2023.1999999999998,7900683.6,128150.96910714285,120017.70000000001,32947.589746945225,1712.915,1905.1799999999998,10402503.08,137326.77333333332,95112.6,30795.756771025048,1596.5577777777776,1770.3000000000002,1.097869056509833,3034.5,3976.83,0.5476634459130579,760.2935887296094,0.3622952950552278,30.509999999999998,676.6120000000004,7196.3099999999995,128.88,505.91999999999996,11.0,2.55,-0.5000000000000004,0.8660254037844384,-0.7527016665092013,0.5736337640878343,5676014.699999999,9071209.285714284,10581272.67857143,10299508.0,0.5214312779056942
2025-11-20,617709.82,110547.75428571427,73098.45,12300.86118104363,1629.9957142857143,1201.5900000000001,1501873.96,99681.90000000001,92658.915,10455.783968820942,2020.1814285714288,1566.63,3047768.34,74475.54214285714,79543.12,8176.134028116893,2119.227142857143,1825.2,7824488.399999999,126915.06482142855,120017.70000000001,34124.833513271835,1693.1582142857142,1718.7299999999998,10526265.45,138960.6,96052.44,29479.98374524217,1608.078222222222,1597.05,1.089726061824579,2983.5,3939.21,0.5073248432644663,732.5526118652588,0.36704369681217747,30.509999999999998,662.2160000000014,7229.97,118.8,437.09999999999997,11.0,2.55,-0.5000000000000004,0.8660254037844384,-0.6645609687369382,0.6448291757164485,5376631.499999999,8593331.785714285,10479225.535714284,10422045.0,0.5213957009606577
2025-11-27,532864.1499999999,95363.44285714284,67857.75,5631.6604031428,1539.24,1224.5,1428734.71,94827.525,86935.245,11377.221235723082,1898.403571428571,1596.5,2917143.7199999997,71283.58714285714,77412.04,7880.660209737332,2032.7814285714287,1860.0,7443826.8,120740.64303571427,105534.36,34883.0023851093,1658.7642857142855,1751.4999999999998,10399563.98,137287.97333333333,95112.6,30885.70869114546,1610.3168888888888,1627.5,1.0149296470007403,2829.0,4010.49,0.5125813333787012,739.4482555673382,0.3685320534325167,29.379999999999995,656.36,7259.67,97.2,372.92999999999995,11.0,2.55,-0.5000000000000004,0.8660254037844384,-0.5667956119255699,0.7066856985948949,5198341.499999999,8225029.285714286,9969410.892857144,10296598.0,0.5266791277599445
2025-12-04,545305.6699999999,97590.0257142857,67381.47,8153.2743571186775,1490.4714285714288,1100.47,1338826.2599999998,88860.15000000001,84315.81,7221.852874787009,1814.827142857143,1434.79,2865839.1599999997,70029.90428571428,76137.52,8425.940340961679,1933.3514285714286,1671.6,6853914.0,111172.1169642857,100629.54000000001,28912.75810067439,1605.2346428571432,1574.09,10073004.72,132976.95999999996,90729.76,31587.27100902834,1602.599111111111,1462.65,0.9173535253227406,2542.5,3987.72,0.5738943759907509,808.3022005899704,0.37152719336717677,30.509999999999998,616.1,7287.39,93.6,327.35999999999996,12.0,2.55,-2.4492935982947064e-16,1.0,-0.46082150562954166,0.7583074812211194,5045146.199999999,8080373.571428571,9179349.107142856,9973272.0,0.5203086791514148
2025-12-11,560808.4299999999,100364.45999999999,71360.18999999999,12724.832095103317,1429.2942857142857,1077.56,1373526.2999999998,91163.25,86453.98,10988.933848045048,1748.968571428571,1404.92,2827059.78,69082.28785714286,74024.06999999999,9470.962916545928,1838.7578571428567,1636.8,6362437.2,103200.24624999998,97747.02,18387.317214328934,1549.2710714285713,1541.32,9781611.64,129130.18666666665,87856.56,30709.73980362037,1579.006222222222,1432.2,0.7764162135442412,2161.5,4005.54,0.6414640058621889,937.9132303955585,0.3763051159074701,29.379999999999995,551.4399999999999,7312.14,84.24,275.28,12.0,2.55,-2.4492935982947064e-16,1.0,-0.3481734445299368,0.7989468991029512,4982003.1,7971033.214285714,8521121.25,9684764.0,0.5208445553280802
2025-12-18,531913.2,95193.25714285714,68530.86,6417.508965259313,1392.9342857142858,1118.64,1356896.0899999999,90059.47499999999,86145.93000000001,10501.508207347566,1690.542857142857,1458.48,2719578.3,66455.86071428572,72237.42,7573.382835159066,1767.17,1699.2,6070891.2,98471.3007142857,96026.04000000001,14348.16649428613,1497.2185714285713,1600.08,9643660.790000001,127309.0533333333,85190.6,31612.372147567035,1556.5377777777776,1486.8,0.7436551030668677,2035.5,3938.22,0.6513920802130256,958.1055821665437,0.38175242870437204,29.379999999999995,542.8999999999995,7333.92,75.6,251.1,12.0,2.55,-2.4492935982947064e-16,1.0,-0.2304828804129794,0.8280153824039711,4987501.199999999,7667983.928571429,8130657.857142857,9548179.0,0.5420265663981801
2025-12-25,529048.5199999999,94680.58285714284,66660.56999999999,10939.84793335346,1444.0114285714287,1095.73,1317457.96,87441.90000000001,84286.015,9181.513934407238,1699.358571428571,1428.6100000000001,2714798.28,66339.05571428571,72150.99,8594.137093195885,1738.4128571428566,1664.3999999999999,5928360.0,96159.4107142857,95007.06000000001,14077.185701665785,1452.8371428571431,1567.31,9481699.21,125170.94666666668,81994.44,32594.73576529759,1530.6653333333334,1456.3500000000001,0.7620174973488864,1977.75,3734.2799999999997,0.6793641090813312,984.348949563898,0.38885457158472153,32.769999999999996,583.16,7345.8,62.64,206.45999999999998,12.0,2.55,-2.4492935982947064e-16,1.0,-0.10945429428948965,0.8450919400432736,4749199.199999999,7654506.428571429,7939767.857142857,9387821.0,0.5170373866599032
2026-01-01,600564.5099999999,107479.36285714284,80593.37999999999,15784.523752303734,1372.0128571428568,1090.99,1402706.2899999998,93099.975,85873.735,14732.521261074313,1686.826428571429,1422.43,2784023.6399999997,68030.65285714285,73290.92,10786.382110582179,1702.6407142857142,1657.2,5947224.0,96465.38928571428,93911.40000000001,15983.839930711649,1400.7510714285713,1560.5299999999997,9200259.68,121455.57333333333,80688.08,31225.644983857343,1495.8484444444443,1450.05,0.8266637168141592,1928.25,3356.1,0.709159566791599,1035.3626371061841,0.3940563173675651,40.67999999999999,621.4680000000006,7354.71,48.96,184.14,1.0,2.55,0.4999999999999999,0.8660254037844387,0.01754560692662571,0.8498742356624075,4476816.0,7849690.714285714,7965032.142857143,9109168.0,0.4752645850377909
2026-01-08,428143.17,76622.16857142856,47483.009999999995,13280.697986732317,1327.14,1023.84,1277406.24,84783.6,80751.015,19013.997258320684,1616.8192857142858,1334.88,2617827.5999999996,63969.47142857143,71597.58,12561.821892880265,1671.7921428571433,1555.2,5731460.399999999,92965.65232142857,90951.12000000001,18704.616130477534,1352.425,1464.4799999999998,8577235.12,113230.82666666666,78983.08,27003.471888577624,1451.6986666666667,1360.8,0.9621651630811935,1908.0,2853.18,0.6759723163689166,983.8878144654087,0.3969070479837913,55.37,728.34,7362.63,36.72,156.23999999999998,1.0,2.55,0.4999999999999999,0.8660254037844387,0.13992911213773251,0.8419635794678058,4395965.399999999,7381092.857142857,7676063.035714286,8492312.0,0.49630922830823543
2026-01-15,331709.56,59364.034285714275,40544.549999999996,5529.2178220682845,1273.4657142857143,977.23,943553.3899999999,62625.225,54095.6,12319.415016202314,1557.788571428571,1274.1100000000001,2367023.0399999996,57840.78857142857,61277.58,15558.203825382934,1635.715,1484.3999999999999,5354317.2,86848.29982142856,88835.40000000001,21176.737408701363,1310.9475,1397.81,7938423.25,104797.66666666667,77413.16,22548.13626511801,1408.203111111111,1298.8500000000001,1.0040530582166545,1875.0,2686.86,0.6353657179864981,905.2824959999999,0.40078793688203596,58.75999999999999,755.9120000000004,7364.61,22.32,126.47999999999999,1.0,2.55,0.4999999999999999,0.8660254037844387,0.26028606138584026,0.8218589895982792,4406791.5,6673937.142857143,7170960.535714286,7859825.0,0.550248851823597
2026-01-22,310879.66,55636.23428571428,38149.38,4363.095235972196,1233.4985714285713,929.83,797940.46,52960.65,50349.51,5292.332991253691,1501.696428571429,1212.31,2093712.5999999999,51162.15,47615.62,16109.096058094343,1572.1442857142856,1412.3999999999999,5061590.399999999,82100.20142857141,82240.38,24221.887456174667,1275.3785714285714,1330.0099999999998,7454291.87,98406.49333333333,74782.4,22556.31885578671,1365.627555555555,1235.8500000000001,1.0056769055745163,1824.75,2610.63,0.5629921785570012,822.8043978627207,0.40345908195179125,62.14999999999999,755.3019999999999,7367.58,15.84,101.36999999999999,1.0,2.55,0.4999999999999999,0.8660254037844387,0.37687335711633074,0.7898516354599744,4459188.6,5903325.0,6778915.714285714,7380487.0,0.6294741522785888
2026-01-29,262201.02999999997,46924.51714285714,32579.01,2005.4416301754627,1172.4657142857143,884.01,711627.6699999999,47231.925,43762.29,4809.208813074301,1441.196428571429,1152.57,1669828.68,40804.084285714285,42871.86,9497.457817860433,1511.885,1342.8,4688265.6,76044.78428571428,76652.46,26789.86723316508,1238.3828571428567,1264.4699999999998,7049017.25,93056.33333333333,72773.8,24746.576384886812,1318.8813333333333,1174.95,0.9984247374562426,1766.25,2545.29,0.43784647475191696,677.9577834394904,0.402106057301873,61.019999999999996,706.8680000000006,7370.55,11.52,78.11999999999999,1.0,2.55,0.4999999999999999,0.8660254037844387,0.4880024966597952,0.7464050710153071,4546208.699999999,4708163.571428572,6278927.142857143,6979224.999999999,0.804667720762827
2026-02-05,266086.73,47619.91714285714,33881.49,1942.6913402466666,1200.1685714285713,952.74,656005.6799999999,43540.200000000004,42012.97,2038.1175616615108,1421.231428571429,1242.18,1466812.92,35843.17285714286,37608.659999999996,4695.318721504289,1473.5421428571433,1447.2,4299621.6,69740.88607142855,59796.36,26666.2428270735,1211.727142857143,1362.78,6700768.24,88458.98666666666,68475.0,26479.155766564872,1275.948,1266.3,0.9875982704402513,1728.75,2518.56,0.4090313019848977,608.4507678958785,0.3995226510165452,59.88999999999999,672.4640000000003,7374.51,8.64,58.589999999999996,2.0,2.55,0.8660254037844386,0.5000000000000001,0.59206402636528,0.6921485212547177,4645208.699999999,4135750.7142857146,5758421.785714285,6634424.0,0.9359866001180299
2026-02-12,274967.42,49209.24,32763.69,3555.4218779211005,1201.9,888.75,671858.45,44592.375,42012.97,2994.345069897061,1438.8628571428571,1158.75,1395729.3599999999,34106.16857142858,36688.89,3484.2657294763067,1451.9307142857142,1350.0,3960792.0,64244.98928571428,54288.36,26014.971719032117,1189.5028571428568,1271.2499999999998,6337560.12,83664.15999999999,63481.0,27009.39633096548,1238.6266666666666,1181.25,0.9923359999999999,1707.0,2475.0,0.4304488868853596,586.3414586994726,0.39908881254052214,56.49999999999999,623.297999999999,7394.3099999999995,21.599999999999998,56.73,2.0,2.55,0.8660254037844386,0.5000000000000001,0.6875508508877085,0.6278677692991685,4788331.199999999,3935327.142857143,5304632.142857143,6274812.0,1.0139629705862174
