is_holiday,is_pre_holiday,clicks,impressions,avg_position,day_count,avg_daily_clicks,avg_daily_impressions,CTR,period_label
0,0,37379.88,1367990.82,9.457849768298855,56,651.4135714285713,23576.25375,0.027324657047040707,Normal Day
0,1,1850.8999999999999,68316.68,10.188727103278278,3,602.1,21977.84666666666,0.027092944212160193,Pre-Holiday
1,0,636.61,22292.92,9.665335757155392,1,621.27,21515.26,0.028556600032656112,Holiday
