page,HorizonDays,ForecastStartDate,ForecastEndDate,PredictedClicks,PredictedImpressions,PredictedCTR,PredictedTrafficValue,ReferenceClicks,ReferenceImpressions,ClickChangePct,ImpressionChangePct,ForecastReliability,ConfidenceLevel,HorizonType,ForecastMethod,ClickMethod,ImpressionMethod,PrimaryForecastType,ValidationStatus
https://demo.example.com/page-010,30,2026-08-17,2026-09-15,0.47687199999999996,27.098322999999997,0.017597841755742596,0.3051,3.2099999999999995,5.449999999999999,-81.94,355.43,0.5385599999999999,Medium,Operational,RecursiveDailyML,RecursiveDailyML,RecursiveDailyML,ML,Backtested-Operational
https://demo.example.com/page-011,30,2026-08-17,2026-09-15,0.317856,32.218773999999996,0.009865552301897026,0.20339999999999997,0.0,6.539999999999999,0.0,351.24,0.5385599999999999,Medium,Operational,RecursiveDailyML,RecursiveDailyML,RecursiveDailyML,ML,Backtested-Operational
https://demo.example.com/page-012,30,2026-08-17,2026-09-15,0.30052,35.308014,0.008511382146840657,0.1921,0.0,4.359999999999999,0.0,641.76,0.5385599999999999,Medium,Operational,RecursiveDailyML,RecursiveDailyML,RecursiveDailyML,ML,Backtested-Operational
https://demo.example.com/page-013,30,2026-08-17,2026-09-15,0.480128,29.436553999999997,0.016310604835063237,0.3051,0.0,43.599999999999994,0.0,-38.16,0.5385599999999999,Medium,Operational,RecursiveDailyML,RecursiveDailyML,RecursiveDailyML,ML,Backtested-Operational
https://demo.example.com/page-014,30,2026-08-17,2026-09-15,0.29964,35.140462,0.008526922611319113,0.1921,0.0,23.979999999999997,0.0,34.23,0.5385599999999999,Medium,Operational,RecursiveDailyML,RecursiveDailyML,RecursiveDailyML,ML,Backtested-Operational
https://demo.example.com/page-015,30,2026-08-17,2026-09-15,0.303864,34.381122999999995,0.008838105724469794,0.1921,0.0,5.449999999999999,0.0,477.83,0.5385599999999999,Medium,Operational,RecursiveDailyML,RecursiveDailyML,RecursiveDailyML,ML,Backtested-Operational
https://demo.example.com/,90,2026-08-17,2026-11-14,26333.144111999998,261698.67793683754,0.10062390960322563,16907.0713,17476.309999999998,163598.09999999998,83.21,71.34,0.25439999999999996,Low,Strategic,StrategicMLRouter,RecursiveDailyML,MLOnlyCTREnsembleImpressions,ML,Backtested-StrategicML
https://demo.example.com/page-002,90,2026-08-17,2026-11-14,0.9514560000000002,49.53871441805362,0.01920631189519235,0.6102,0.0,2.1799999999999997,0.0,2345.14,0.25439999999999996,Low,Strategic,StrategicMLRouter,RecursiveDailyML,MLOnlyCTREnsembleImpressions,ML,Backtested-StrategicML
https://demo.example.com/page-003,90,2026-08-17,2026-11-14,0.896632,93.34218160213706,0.009605860765305615,0.5762999999999999,0.0,1.0899999999999999,0.0,9107.03,0.25439999999999996,Low,Strategic,StrategicMLRouter,RecursiveDailyML,MLOnlyCTREnsembleImpressions,ML,Backtested-StrategicML
https://demo.example.com/page-004,90,2026-08-17,2026-11-14,0.899448,92.47717060213705,0.009726162620931384,0.5762999999999999,0.0,1.0899999999999999,0.0,9034.34,0.25439999999999996,Low,Strategic,StrategicMLRouter,RecursiveDailyML,MLOnlyCTREnsembleImpressions,ML,Backtested-StrategicML
https://demo.example.com/page-005,90,2026-08-17,2026-11-14,0.95128,49.583815418053625,0.019185292458426585,0.6102,0.0,1.0899999999999999,0.0,4794.06,0.25439999999999996,Low,Strategic,StrategicMLRouter,RecursiveDailyML,MLOnlyCTREnsembleImpressions,ML,Backtested-StrategicML
https://demo.example.com/page-006,90,2026-08-17,2026-11-14,2.970616,174.80417970516268,0.016993964360637458,1.9096999999999997,5.35,150.42,-32.49,24.31,0.25439999999999996,Low,Strategic,StrategicMLRouter,RecursiveDailyML,MLOnlyCTREnsembleImpressions,ML,Backtested-StrategicML
https://demo.example.com/page-007,90,2026-08-17,2026-11-14,1.124552,94.73385019487569,0.011870646001262482,0.7232,1.0699999999999998,92.64999999999999,27.79,9.11,0.25439999999999996,Low,Strategic,StrategicMLRouter,RecursiveDailyML,MLOnlyCTREnsembleImpressions,ML,Backtested-StrategicML
https://demo.example.com/page-008,90,2026-08-17,2026-11-14,0.9021759999999999,88.8770962556081,0.010150826680986139,0.5762999999999999,1.0699999999999998,4.359999999999999,2.52,2093.95,0.25439999999999996,Low,Strategic,StrategicMLRouter,RecursiveDailyML,MLOnlyCTREnsembleImpressions,ML,Backtested-StrategicML
https://demo.example.com/page-009,90,2026-08-17,2026-11-14,0.8986560000000001,92.56818155357287,0.009708044221219927,0.5762999999999999,1.0699999999999998,27.249999999999996,2.12,265.56,0.25439999999999996,Low,Strategic,StrategicMLRouter,RecursiveDailyML,MLOnlyCTREnsembleImpressions,ML,Backtested-StrategicML
https://demo.example.com/page-010,90,2026-08-17,2026-11-14,1.458952,72.057034243356,0.020247183572289783,0.9378999999999998,5.35,56.67999999999999,-66.84,36.62,0.25439999999999996,Low,Strategic,StrategicMLRouter,RecursiveDailyML,MLOnlyCTREnsembleImpressions,ML,Backtested-StrategicML
https://demo.example.com/page-011,90,2026-08-17,2026-11-14,0.988416,88.5191941948757,0.011166120624912089,0.6328,0.0,26.159999999999997,0.0,264.68,0.25439999999999996,Low,Strategic,StrategicMLRouter,RecursiveDailyML,MLOnlyCTREnsembleImpressions,ML,Backtested-StrategicML
https://demo.example.com/page-012,90,2026-08-17,2026-11-14,0.9288400000000001,93.72310060213707,0.009910470247276697,0.5989,0.0,4.359999999999999,0.0,2209.76,0.25439999999999996,Low,Strategic,StrategicMLRouter,RecursiveDailyML,MLOnlyCTREnsembleImpressions,ML,Backtested-StrategicML
https://demo.example.com/page-013,90,2026-08-17,2026-11-14,1.456928,74.39526524335601,0.019583611876833967,0.9378999999999998,0.0,65.39999999999999,0.0,21.68,0.25439999999999996,Low,Strategic,StrategicMLRouter,RecursiveDailyML,MLOnlyCTREnsembleImpressions,ML,Backtested-StrategicML
https://demo.example.com/page-014,90,2026-08-17,2026-11-14,0.92796,93.55554860213705,0.009918813088749319,0.5989,0.0,40.33,0.0,149.32,0.25439999999999996,Low,Strategic,StrategicMLRouter,RecursiveDailyML,MLOnlyCTREnsembleImpressions,ML,Backtested-StrategicML
https://demo.example.com/page-015,90,2026-08-17,2026-11-14,0.9321839999999999,92.79620960213707,0.010045496513238316,0.5989,0.0,7.629999999999999,0.0,1208.74,0.25439999999999996,Low,Strategic,StrategicMLRouter,RecursiveDailyML,MLOnlyCTREnsembleImpressions,ML,Backtested-StrategicML
https://demo.example.com/,180,2026-08-17,2027-02-12,52780.338336,572163.3461848375,0.09224697577700006,33887.3779,17476.309999999998,163598.09999999998,267.22,245.16,0.08256,Low,Strategic,RecursiveDailyML,RecursiveDailyML,RecursiveDailyML,ML,Backtested-StrategicML
https://demo.example.com/page-002,180,2026-08-17,2027-02-12,1.9176959999999998,109.30301341805362,0.017544767889109754,1.2317,0.0,2.1799999999999997,0.0,4856.24,0.08256,Low,Strategic,RecursiveDailyML,RecursiveDailyML,RecursiveDailyML,ML,Backtested-StrategicML
https://demo.example.com/page-003,180,2026-08-17,2027-02-12,1.8074320000000001,205.59333460213705,0.00879129668039935,1.1639,0.0,1.0899999999999999,0.0,18539.9,0.08256,Low,Strategic,RecursiveDailyML,RecursiveDailyML,RecursiveDailyML,ML,Backtested-StrategicML
